Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
how long does cannabis stay in your blood for,13,13,260,63,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0,58200000,"29, 23, 36, 54, 44, 81, 15, 29, 29, 12, 10, 12",2026-03-26 05:33:42,"Video, People also ask, Short videos, Discussions and forums, AI overview",informational,Organic
best medicinal weed australia,8,0,40,,110.89,https://www.polln.com/,0,0,0,0.73,24900000,"0, 0, 0, 0, 100, 100, 100, 18, 18, 18, 18, 18",2026-04-16 01:32:17,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
what is cbd,69,0,1600,81,15.97,https://www.polln.com/library/cbd-oil-explained,0,0,0,0.01,291000000,"55, 44, 44, 44, 65, 44, 44, 55, 44, 55, 44, 34",2026-04-10 21:04:32,"Image pack, Video, Video Carousel, Related searches, AI overview",informational,Organic
medical cannabis prescription australia,20,35,70,55,0,https://www.polln.com/,0,0,0,0.33,6510000,"33, 33, 33, 33, 42, 33, 33, 33, 23, 33, 42, 23",2026-04-23 05:25:16,"Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
medical cannabis prescription australia,89,0,70,55,0,https://www.polln.com/locations/perth,0,0,0,0.33,6510000,"33, 33, 33, 33, 42, 33, 33, 33, 23, 33, 42, 23",2026-04-23 05:25:16,"Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
dr pot,46,0,50,23,7.08,https://www.polln.com/practitioners/dr-joel-wren,0,0,0,0.14,784000000,"9, 9, 9, 9, 9, 9, 100, 9, 9, 100, 19, 33",2026-04-21 06:37:27,"Video, Related searches",informational,Organic
sleeping medicine online,36,36,50,8,1.18,https://www.polln.com/,0,0,0,0.84,222,"11, 11, 11, 11, 11, 11, 64, 100, 82, 41, 23, 41",2026-03-17 01:17:50,"Sitelinks, Video, Image, Related searches, AI overview",informational,Organic
order weed online,21,9,90,39,0,https://www.polln.com/,0,0,0,0,183,"4, 29, 29, 29, 29, 29, 29, 22, 2, 2, 2, 2",2026-03-30 02:19:07,Image,commercial,Organic
greenhaven doctors,79,79,70,16,0,https://www.polln.com/locations/darwin,0,0,0,0,153000,"0, 9, 66, 80, 19, 14, 0, 100, 80, 9, 0",2026-03-22 12:33:26,Knowledge panel,informational,Organic
where to buy weed perth,57,0,50,41,0,https://www.polln.com/locations/perth,0,0,0,0.33,7470000,"18, 18, 18, 18, 18, 18, 63, 81, 100, 63, 81, 81",2026-04-15 13:56:08,"Local pack, Video, Image, Related searches, Discussions and forums, AI overview",informational,Organic
how to be eligible for medical weed,49,49,40,56,34.35,https://www.polln.com/library/getting-access-to-prescription-natural-medicine-in-australia,0,0,0,0.29,141,"23, 11, 11, 100, 11, 11, 11, 11, 11, 11, 11, 11",2026-03-20 17:03:53,"Video, Ads bottom, People also ask, Related searches, Ads middle, AI overview",informational,Organic
how to be eligible for medical weed,54,49,40,56,34.35,https://www.polln.com/library/getting-access-to-prescription-natural-medicine-in-australia,0,0,0,0.29,141,"23, 11, 11, 100, 11, 11, 11, 11, 11, 11, 11, 11",2026-03-20 17:03:53,"Video, Ads bottom, People also ask, Related searches, Ads middle, AI overview",informational,Organic
cannabis oil,89,0,1300,74,0,https://www.polln.com/library/cbd-oil-explained,0,0,0,0,69100000,"27, 52, 8, 20, 100, 10, 36, 36, 52, 36, 3, 20",2026-04-17 23:32:19,"Knowledge panel, Sitelinks, Video, Video Carousel, Popular products, Related searches, AI overview",informational,Organic
where to get weed in sydney,39,39,70,20,0,https://www.polln.com/,0,0,0,0.33,20300000,"11, 41, 41, 41, 41, 29, 41, 41, 64, 41, 41, 41",2026-04-02 07:59:51,"Local pack, Sitelinks, Video",informational,Organic
where to get weed in sydney,60,39,70,20,0,https://www.polln.com/,0,0,0,0.33,20300000,"11, 41, 41, 41, 41, 29, 41, 41, 64, 41, 41, 41",2026-04-02 07:59:51,"Local pack, Sitelinks, Video",informational,Organic
how long does it take for thc to leave system,30,31,260,67,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0,26100000,"82, 43, 66, 66, 43, 43, 43, 66, 82, 100, 100, 82",2026-04-08 07:47:53,Featured snippet,informational,Organic
medical marijuana clinic,91,91,110,50,0,https://www.polln.com/locations/perth,0,0,0,0,48500000,"2, 29, 29, 29, 29, 29, 29, 22, 14, 29, 29, 14",2026-03-30 03:24:39,"Local pack, Video, Image, Related searches",commercial,Organic
where to buy pot in melbourne,53,0,90,44,0,https://www.polln.com/locations/melbourne,0,0,0,0,148,"52, 41, 52, 64, 41, 64, 41, 52, 41, 64, 52, 52",2026-04-20 20:45:52,"Local pack, Sitelinks, Image, Related searches, Discussions and forums, AI overview",transactional,Organic
how can i get weed,21,21,110,37,0,https://www.polln.com/,0,0,0,0,137,"64, 64, 64, 82, 64, 100, 64, 64, 64, 64, 52, 52",2026-03-25 12:30:06,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
how can i get weed,30,21,110,37,0,https://www.polln.com/,0,0,0,0,137,"64, 64, 64, 82, 64, 100, 64, 64, 64, 64, 52, 52",2026-03-25 12:30:06,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
medicinal weed,22,29,260,66,0,https://www.polln.com/,0,0,0,0,182000000,"100, 23, 1, 36, 29, 23, 36, 36, 36, 36, 36, 36",2026-04-02 10:14:53,"Video, Ads bottom, Related searches, Short videos, Discussions and forums, Ads middle, AI overview",informational,Organic
functional doctor melbourne,82,85,260,49,0.98,https://www.polln.com/,0,0,0,0.37,123,"53, 66, 53, 82, 100, 53, 82, 82, 66, 66, 82, 53",2026-04-04 20:31:32,"Local pack, Related searches",commercial,Organic
how long does pot stay in system for drug test,23,0,70,60,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0,117,"9, 9, 9, 52, 9, 9, 52, 52, 100, 52, 33, 33",2026-04-12 03:03:11,"Sitelinks, Video, Featured snippet, People also ask, Related searches",informational,Organic
how long does a prescription last in nsw,17,0,50,18,0,https://www.polln.com/faqs/do-my-prescriptions-expire,0,0,0,0.33,19500000,"28, 57, 100, 57, 28, 100, 42, 71, 71, 71, 100, 71",2026-04-28 11:19:05,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
how long does a prescription last in nsw,42,0,50,18,0,https://www.polln.com/faqs/do-my-prescriptions-expire,0,0,0,0.33,19500000,"28, 57, 100, 57, 28, 100, 42, 71, 71, 71, 100, 71",2026-04-28 11:19:05,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
cannibis oil,73,73,210,63,0,https://www.polln.com/library/cbd-oil-explained,0,0,0,0,119000000,"20, 10, 13, 13, 20, 16, 13, 16, 24, 16, 10, 13",2026-03-27 01:37:12,"Knowledge panel, Sitelinks, Video, Video Carousel, Popular products, Related searches, Discussions and forums, AI overview",informational,Organic
how long are prescriptions valid for,81,0,260,18,0,https://www.polln.com/faqs/do-my-prescriptions-expire,0,0,0,0,46800000,"100, 82, 66, 66, 66, 66, 82, 66, 66, 53, 66, 66",2026-04-14 17:06:14,"Sitelinks, People also ask, Related searches, AI overview",informational,Organic
what's cbd,68,68,90,89,0,https://www.polln.com/library/cbd-oil-explained,0,0,0,0.33,0,"34, 0, 28, 28, 65, 53, 28, 53, 3, 3, 0, 6",2026-03-19 00:06:28,"Video, Video Carousel, Related searches, AI overview",informational,Organic
how long are scripts valid for in nsw,27,0,50,18,0,https://www.polln.com/faqs/do-my-prescriptions-expire,0,0,0,0.33,381000,"55, 44, 44, 22, 22, 77, 55, 55, 77, 55, 77, 44",2026-04-14 07:03:37,"Related searches, Discussions and forums, AI overview",informational,Organic
how long are scripts valid for in nsw,53,0,50,18,0,https://www.polln.com/faqs/do-my-prescriptions-expire,0,0,0,0.33,381000,"55, 44, 44, 22, 22, 77, 55, 55, 77, 55, 77, 44",2026-04-14 07:03:37,"Related searches, Discussions and forums, AI overview",informational,Organic
the cannabis centre,43,0,110,8,0,https://www.polln.com/,0,0,0,0,89300000,"100, 100, 100, 100, 100, 100, 100, 78, 100, 100, 7, 14",2026-04-25 11:02:07,"Knowledge panel, Video, Image, People also ask, Related searches",informational,Organic
alternative medicine perth,24,0,40,26,74.24,https://www.polln.com/locations/perth,0,0,0,0.94,11600000,"42, 28, 42, 57, 28, 42, 100, 100, 71, 42, 42, 42",2026-04-15 07:55:14,"Local pack, Video, People also ask, Related searches",commercial,Organic
prescription for cannabis,12,13,320,61,0,https://www.polln.com/,0,0,0,0.33,88300000,"100, 39, 32, 72, 100, 2, 2, 2, 2, 2, 2, 2",2026-04-02 13:28:29,"Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
prescription for cannabis,45,0,320,61,0,https://www.polln.com/library/getting-access-to-prescription-natural-medicine-in-australia,0,0,0,0.33,88300000,"100, 39, 32, 72, 100, 2, 2, 2, 2, 2, 2, 2",2026-04-02 13:28:29,"Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
prescription for cannabis,74,65,320,61,0,https://www.polln.com/locations/perth,0,0,0,0.33,88300000,"100, 39, 32, 72, 100, 2, 2, 2, 2, 2, 2, 2",2026-04-02 13:28:29,"Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
how long does weed stay in your system australia,1,1,880,35,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0,0,"37, 100, 84, 100, 100, 68, 31, 1, 1, 1, 2, 2",2026-03-17 19:39:01,"Video, Related searches, Discussions and forums, AI overview",informational,AI overview
medical marijuanas nsw,54,31,2400,61,59.73,https://www.polln.com/locations/sydney,0,0,0,0.8,862000,"80, 52, 80, 66, 100, 66, 52, 66, 66, 44, 44, 44",2026-04-26 15:00:44,"Local pack, Video, Related searches, Discussions and forums, Ads middle, AI overview","commercial, informational",Organic
how long does weed stay in your pee test,21,26,170,52,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0,5530000,"34, 21, 34, 43, 43, 43, 53, 65, 65, 81, 100, 100",2026-04-10 09:53:14,"Video, People also ask, Short videos, AI overview",informational,Organic
how long does weed to get out of your system,17,17,320,62,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0,174000000,"100, 81, 43, 54, 66, 54, 35, 54, 66, 81, 81, 66",2026-03-23 07:20:08,"Featured snippet, People also ask",informational,Organic
naturopathic clinic,50,84,90,52,0,https://www.polln.com/,0,0,0,0,110,"66, 66, 4, 4, 4, 4, 66, 66, 66, 66, 33, 33",2026-04-07 21:28:31,"Local pack, Video, Related searches, See results about",commercial,Organic
how long do scripts last qld,33,33,70,16,0,https://www.polln.com/faqs/do-my-prescriptions-expire,0,0,0,0.33,86,"45, 63, 81, 36, 63, 81, 100, 100, 81, 18, 18, 18",2026-03-21 04:38:17,"Related searches, AI overview",informational,Organic
buy weed canberra,34,0,70,25,0,https://www.polln.com/locations/canberra,0,0,0,0,3340000,"7, 28, 21, 14, 21, 21, 64, 78, 64, 100, 100, 100",2026-04-13 08:37:46,"Image pack, Sitelinks",transactional,Organic
medical cannabis driving victoria,76,76,70,32,0,https://www.polln.com/library/medicinal-cannabis-and-driving-what-you-need-to-know-as-a-patient-in-australia,0,0,0,0,0,"9, 52, 100, 33, 33, 23, 23, 33, 23, 33, 23, 23",2026-03-10 22:35:19,"Video, Featured snippet, Related searches, Discussions and forums",informational,Organic
marijuana prescription,18,18,110,58,0,https://www.polln.com/,0,0,0,0,37000000,"33, 4, 33, 42, 42, 23, 100, 100, 66, 52, 80, 52",2026-03-27 13:32:40,"Video, Video Carousel, Related searches, AI overview",informational,Organic
indica vs satiba,44,0,70,66,0,https://www.polln.com/library/sativa-vs-indica-vs-hybrid-cannabis-what-to-expect,0,0,0,0,20200000,"0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0",2026-04-12 04:07:36,"Image pack, Video, Related searches, Short videos, Discussions and forums, AI overview","commercial, informational",Organic
urine cannabis,34,34,70,28,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0,228,"77, 77, 77, 100, 77, 77, 77, 100, 77, 77, 77, 77",2026-03-22 10:42:48,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
how long can weed be detected in a saliva test,88,0,70,43,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0.33,958000,"18, 27, 100, 100, 100, 27, 18, 100, 100, 36, 18, 18",2026-04-22 21:38:47,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
how long does weed stay in the blood,9,28,50,58,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0,117,"50, 50, 50, 35, 50, 50, 78, 7, 21, 21, 14, 21",2026-04-03 22:51:36,"Sitelinks, Video, People also ask, Discussions and forums, AI overview",informational,Organic
how long does weed stay in the blood,12,28,50,58,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0,117,"50, 50, 50, 35, 50, 50, 78, 7, 21, 21, 14, 21",2026-04-03 22:51:36,"Sitelinks, Video, People also ask, Discussions and forums, AI overview",informational,Organic
medicinal weed prescription,14,14,110,52,83.71,https://www.polln.com/,0,0,0,0.57,5290000,"65, 81, 53, 81, 81, 0, 3, 100, 0, 0, 3, 3",2026-03-20 09:09:03,"Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
medicinal weed prescription,44,44,110,52,83.71,https://www.polln.com/locations/brisbane,0,0,0,0.57,5290000,"65, 81, 53, 81, 81, 0, 3, 100, 0, 0, 3, 3",2026-03-20 09:09:03,"Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
travelling internationally with prescription medication,56,56,50,36,0,https://www.polln.com/faqs/can-i-travel-with-my-prescription-medications,0,0,0,0.33,154,"50, 50, 50, 50, 50, 35, 35, 50, 14, 14, 14, 14",2026-03-19 23:52:01,"Sitelinks, Video, Related searches, AI overview",informational,Organic
whats the difference between indica and sativa,1,1,50,72,0,https://www.polln.com/library/sativa-vs-indica-vs-hybrid-cannabis-what-to-expect,0,0,0,0,149,"50, 50, 78, 78, 64, 21, 78, 7, 35, 0, 0, 21",2026-03-21 23:13:08,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,AI overview
whats the difference between indica and sativa,7,7,50,72,0,https://www.polln.com/library/sativa-vs-indica-vs-hybrid-cannabis-what-to-expect,0,0,0,0,149,"50, 50, 78, 78, 64, 21, 78, 7, 35, 0, 0, 21",2026-03-21 23:13:08,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
medical cannabis strains,79,79,110,37,5.36,https://www.polln.com/,0,0,0,0.02,17600000,"100, 100, 100, 64, 64, 82, 82, 64, 52, 64, 41, 52",2026-03-28 21:17:14,"Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
how to get cbd oil prescription australia,18,18,70,52,0,https://www.polln.com/,0,0,0,0,139,"0, 0, 0, 0, 0, 16, 13, 20, 0, 0, 0, 0",2026-03-24 22:44:15,"Video, Video Carousel, Discussions and forums, AI overview",informational,Organic
medical marijuana near me,59,59,140,50,0,https://www.polln.com/locations/adelaide,0,0,0,0,0,"29, 29, 29, 29, 29, 29, 29, 35, 29, 29, 29, 29",2026-03-19 10:09:05,"Knowledge panel, Video, Image, Related searches, AI overview","informational, transactional",Organic
for how long is weed in your system,18,23,90,61,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0,177000000,"33, 33, 52, 100, 66, 33, 23, 33, 33, 33, 33, 42",2026-04-20 18:44:52,"Video, Image, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
effects of sativa vs indica,32,16,110,71,0,https://www.polln.com/library/sativa-vs-indica-vs-hybrid-cannabis-what-to-expect,0,0,0,0,12600000,"41, 64, 52, 64, 64, 52, 64, 52, 64, 64, 82, 100",2026-04-07 19:39:04,"Image pack, Video, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview","commercial, informational",Organic
prescription medication international travel,70,0,50,34,0,https://www.polln.com/faqs/can-i-travel-with-my-prescription-medications,0,0,0,0.33,66700000,"26, 26, 26, 26, 26, 19, 19, 26, 7, 7, 7, 7",2026-04-25 03:31:07,"Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
how long does weed stay in system drug test,29,0,70,60,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0,129,"9, 9, 9, 52, 9, 9, 52, 52, 100, 52, 33, 33",2026-04-12 03:12:20,"Sitelinks, Video, People also ask, AI overview",informational,Organic
how long does weed stay in system drug test,39,0,70,60,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0,129,"9, 9, 9, 52, 9, 9, 52, 52, 100, 52, 33, 33",2026-04-12 03:12:20,"Sitelinks, Video, People also ask, AI overview",informational,Organic
how long does cannabis stay in system for,13,16,110,57,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0,111000000,"81, 81, 21, 28, 21, 9, 21, 28, 43, 21, 21, 21",2026-04-03 22:53:10,"Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
how long does cannabis stay in system for,22,16,110,57,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0,111000000,"81, 81, 21, 28, 21, 9, 21, 28, 43, 21, 21, 21",2026-04-03 22:53:10,"Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
purchase medical marijuanas,69,0,70,62,43.36,https://www.polln.com/locations/brisbane,0,0,0,0.06,212,"18, 100, 63, 100, 81, 63, 27, 45, 100, 81, 63, 45",2026-04-24 18:08:17,"Local pack, Video, Related searches, AI overview",informational,Organic
purchase medical marijuanas,76,0,70,62,43.36,https://www.polln.com/locations/brisbane,0,0,0,0.06,212,"18, 100, 63, 100, 81, 63, 27, 45, 100, 81, 63, 45",2026-04-24 18:08:17,"Local pack, Video, Related searches, AI overview",informational,Organic
purchase medical marijuanas,98,0,70,62,43.36,https://www.polln.com/locations/brisbane,0,0,0,0.06,212,"18, 100, 63, 100, 81, 63, 27, 45, 100, 81, 63, 45",2026-04-24 18:08:17,"Local pack, Video, Related searches, AI overview",informational,Organic
meaning of cbd in australia,32,34,50,34,0,https://www.polln.com/library/cbd-oil-explained,0,0,0,0.33,115,"63, 63, 63, 63, 63, 45, 63, 81, 63, 63, 18, 18",2026-04-26 00:07:49,"Video, People also ask, Related searches, AI overview",informational,Organic
pharamcy online,45,45,50,80,1.39,https://www.polln.com/,0,0,0,1,529000000,"2, 100, 0, 14, 0, 2, 2, 6, 2, 2, 2, 2",2026-03-28 22:20:06,"Sitelinks, Video, People also ask, Related searches",navigational,Organic
does prescriptions expire,19,19,170,15,0,https://www.polln.com/faqs/do-my-prescriptions-expire,0,0,0,0,13300000,"100, 66, 52, 66, 66, 66, 52, 80, 100, 80, 80, 80",2026-03-26 16:02:47,"Sitelinks, Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
weed in system for how long,17,17,70,57,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0,0,"64, 50, 50, 64, 50, 50, 50, 50, 35, 50, 100, 50",2026-03-06 19:48:06,"Video, Video Carousel, Discussions and forums, AI overview",informational,Organic
best medical bud,17,45,50,46,44.7,https://www.polln.com/,0,0,0,0.06,134,"100, 77, 77, 33, 77, 55, 100, 77, 22, 22, 22, 22",2026-04-06 13:33:08,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",commercial,Organic
how to get a prescription for weed,18,21,210,59,44.78,https://www.polln.com/,0,0,0,0.58,81200000,"65, 65, 53, 100, 65, 65, 53, 34, 53, 53, 53, 65",2026-04-05 10:04:11,"Video, Ads bottom, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
how to get a prescription for weed,37,36,210,59,44.78,https://www.polln.com/library/getting-access-to-prescription-natural-medicine-in-australia,0,0,0,0.58,81200000,"65, 65, 53, 100, 65, 65, 53, 34, 53, 53, 53, 65",2026-04-05 10:04:11,"Video, Ads bottom, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
how to get a prescription for weed,81,36,210,59,44.78,https://www.polln.com/library/getting-access-to-prescription-natural-medicine-in-australia,0,0,0,0.58,81200000,"65, 65, 53, 100, 65, 65, 53, 34, 53, 53, 53, 65",2026-04-05 10:04:11,"Video, Ads bottom, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
how long does thc stay in system,1,1,170,61,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0,34500000,"21, 26, 14, 14, 17, 11, 14, 14, 17, 17, 26, 26",2026-03-24 23:54:09,"Video, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,AI overview
how long does thc stay in system,17,17,170,61,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0,34500000,"21, 26, 14, 14, 17, 11, 14, 14, 17, 17, 26, 26",2026-03-24 23:54:09,"Video, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
how long does weed stay urine,27,0,210,59,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0,126,"0, 0, 0, 0, 0, 0, 15, 44, 100, 81, 81, 100",2026-04-28 22:49:49,"Sitelinks, Video, People also ask, Short videos, AI overview",informational,Organic
medical oil,75,0,40,,1.84,https://www.polln.com/,0,0,0,0.85,1960000000,"27, 27, 36, 45, 45, 45, 45, 18, 18, 63, 18, 18",2026-04-15 12:13:29,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
medical canibus,72,0,50,71,0,https://www.polln.com/,0,0,0,0,111000000,"0, 2, 0, 1, 1, 3, 3, 3, 2, 3, 3, 24",2026-04-29 15:08:08,"Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
medical green,63,0,140,48,2.01,https://www.polln.com/,0,0,0,0.37,6420000000,"82, 82, 64, 64, 64, 64, 82, 100, 64, 64, 64, 100",2026-04-23 23:56:00,"Image pack, Sitelinks, Video, Related searches",navigational,Organic
medical green,72,0,140,48,2.01,https://www.polln.com/locations/perth,0,0,0,0.37,6420000000,"82, 82, 64, 64, 64, 64, 82, 100, 64, 64, 64, 100",2026-04-23 23:56:00,"Image pack, Sitelinks, Video, Related searches",navigational,Organic
cbd clinic melbourne,17,17,40,47,12.55,https://www.polln.com/,0,0,0,0.84,3460000,"63, 18, 27, 18, 27, 36, 45, 45, 36, 45, 45, 45",2026-03-21 13:46:43,"Local pack, Video, Image, Related searches",commercial,Organic
how long does weed last in your system,17,17,210,58,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0,107000000,"81, 65, 53, 81, 65, 81, 53, 53, 65, 65, 65, 65",2026-03-09 11:29:56,"Video, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
how long does weed last in your system,19,17,210,58,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0,107000000,"81, 65, 53, 81, 65, 81, 53, 53, 65, 65, 65, 65",2026-03-09 11:29:56,"Video, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
medical marijuana doctor near me,6,0,70,60,0,https://www.polln.com/practitioners/dr-joel-wren,0,0,0,0,63100000,"100, 14, 100, 14, 14, 100, 35, 50, 50, 50, 64, 50",2026-04-24 03:58:04,"Local pack, Video, Image, People also ask, Related searches, AI overview","informational, transactional",Organic
medical marijuana doctor near me,84,49,70,60,0,https://www.polln.com/locations/canberra,0,0,0,0,63100000,"100, 14, 100, 14, 14, 100, 35, 50, 50, 50, 64, 50",2026-04-24 03:58:04,"Local pack, Video, Image, People also ask, Related searches, AI overview","informational, transactional",Organic
cbd prescription melbourne,30,30,40,44,16.49,https://www.polln.com/locations/melbourne,0,0,0,0.81,129,"100, 57, 57, 57, 57, 57, 71, 42, 28, 28, 28, 28",2026-03-27 17:06:23,"Local pack, Video, Related searches",commercial,Organic
cbd prescription melbourne,97,97,40,44,16.49,https://www.polln.com/locations/perth,0,0,0,0.81,129,"100, 57, 57, 57, 57, 57, 71, 42, 28, 28, 28, 28",2026-03-27 17:06:23,"Local pack, Video, Related searches",commercial,Organic
how long does weed stay in your system drug test,16,20,110,60,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0,27600000,"42, 33, 42, 52, 52, 52, 52, 42, 42, 52, 66, 100",2026-04-09 20:59:33,"Sitelinks, Video, People also ask, AI overview",informational,Organic
how long does weed stay in your system drug test,37,20,110,60,0,https://www.polln.com/library/how-long-does-cannabis-stay-in-your-system,0,0,0,0,27600000,"42, 33, 42, 52, 52, 52, 52, 42, 42, 52, 66, 100",2026-04-09 20:59:33,"Sitelinks, Video, People also ask, AI overview",informational,Organic
cbd medical centre,87,87,210,32,1.49,https://www.polln.com/,0,0,0,0.28,130,"21, 26, 17, 21, 26, 17, 32, 5, 32, 17, 17, 11",2026-03-29 07:19:25,"Local pack, Image, Related searches",commercial,Organic
australia pollen,61,80,70,47,0,https://patient.polln.com/,0,0,0,0.08,40000000,"41, 29, 41, 41, 29, 17, 29, 11, 64, 64, 64, 64",2026-04-27 08:03:19,"Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
volcano medic,8,8,70,10,0,https://shop.polln.com/products/volcano-medic-2,0,0,0,0,200,"45, 63, 63, 63, 63, 63, 81, 18, 63, 63, 18, 63",2026-03-30 21:44:11,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
mmj doctor near me,92,0,90,55,0,https://www.polln.com/locations/adelaide,0,0,0,0,6010000,"22, 29, 22, 4, 4, 29, 22, 22, 22, 22, 18, 2",2026-04-23 23:11:27,"Sitelinks, Image, People also ask, Related searches, AI overview",transactional,Organic
mmj doctor near me,95,0,90,55,0,https://www.polln.com/locations/melbourne,0,0,0,0,6010000,"22, 29, 22, 4, 4, 29, 22, 22, 22, 22, 18, 2",2026-04-23 23:11:27,"Sitelinks, Image, People also ask, Related searches, AI overview",transactional,Organic
weed dispensary melbourne,11,11,170,39,0,https://www.polln.com/,0,0,0,0,71500,"29, 23, 29, 23, 23, 23, 23, 23, 19, 23, 19, 19",2026-03-14 03:46:30,"Video, Image, Related searches, Discussions and forums, AI overview",informational,Organic
medical marijuana dispensary melbourne,38,0,50,32,0,https://www.polln.com/,0,0,0,0,90100,"44, 22, 33, 44, 33, 33, 55, 77, 100, 77, 100, 77",2026-04-14 22:03:50,"Video, Image, Related searches, Discussions and forums, AI overview",informational,Organic
medical marijuana dispensary melbourne,76,0,50,32,0,https://www.polln.com/locations/melbourne,0,0,0,0,90100,"44, 22, 33, 44, 33, 33, 55, 77, 100, 77, 100, 77",2026-04-14 22:03:50,"Video, Image, Related searches, Discussions and forums, AI overview",informational,Organic
medicinal cannabinoids south australia,19,17,70,43,0,https://www.polln.com/,0,0,0,0,13100000,"33, 33, 42, 42, 42, 23, 23, 33, 33, 33, 33, 33",2026-04-03 18:13:48,"Local pack, Video, Related searches, AI overview",informational,Organic
medicinal cannabinoids south australia,24,17,70,43,0,https://www.polln.com/,0,0,0,0,13100000,"33, 33, 42, 42, 42, 23, 23, 33, 33, 33, 33, 33",2026-04-03 18:13:48,"Local pack, Video, Related searches, AI overview",informational,Organic
medicinal cannabinoids south australia,37,17,70,43,0,https://www.polln.com/,0,0,0,0,13100000,"33, 33, 42, 42, 42, 23, 23, 33, 33, 33, 33, 33",2026-04-03 18:13:48,"Local pack, Video, Related searches, AI overview",informational,Organic
